Model,P1,P2,P3,Fem,Tib,Foot
36,1.24690605220098,1.26733776275204,1.14937736343516,1.0502438643075,1.12936170618346,1.16938762223395
37,1.07497081250726,1.31328136900872,1.0379945865069,1.11467962226781,1.10753561527442,1.15821303189397
38,0.662862747034947,0.922757652684212,0.676675525492871,0.778090625608209,0.785407765251341,0.761585109083298
39,0.852222047139175,0.915615410993841,1.03711974902501,0.949617105296644,1.22182849730123,1.0016944481181
40,0.951701509473684,1.06198909105228,0.863975777695283,0.831799168286231,1.05078062028427,0.827867166518322
41,1.29252616786411,1.17673483427781,1.24457670008717,1.08882446080525,1.26350714278992,1.31175029719714
42,1.24489794567865,1.09363438389011,0.971264971610985,1.21910380733752,1.2184127683067,1.32118090291179
43,1.0747895589817,1.07382230690747,1.16574983437049,1.22058422774713,1.00010472396155,0.959955153389267
44,1.17455226108854,1.06493581192226,1.24630899553174,1.15159401744667,1.32365328316311,0.863718023092955
45,1.06663649066199,0.960109204453436,1.20013092149912,1.06944577338394,1.12062170424519,1.16764336465861
46,1.08776732468905,1.02830249673566,0.866250935154782,1.14226059533737,1.16796035370595,1.0727923672473
47,0.962735294908811,1.12970222227389,1.19661150650969,1.00041530998065,1.20827683742645,1.275610533397
48,1.03486060098679,1.06349198059759,1.01482147927856,0.693118256407269,1.01134274470294,0.899749192153969
49,1.16440732082521,1.32188586459879,1.22966717261081,1.23983404977241,1.21729726001976,1.25512744717684
50,1.10318779596161,0.90258088518258,1.05629017093149,1.04969521458031,1.34996355539974,1.23387084924307
51,0.985576061404218,1.2374596627165,1.25645640004169,0.946562332567384,1.31559776232733,1.34835779238115
52,1.04439451609166,1.1046406116436,0.955808856655064,1.21138517627448,0.779686087927998,0.976725714596763
53,1.06123131686527,1.17497936964046,1.2322812380535,1.09581630040741,1.22765305086251,1.01639262944194
54,0.894627237987042,0.868213807544944,0.795434870405948,0.688110107976146,0.757463412729172,0.957559144857288
55,0.753172566246784,0.75134495109663,1.00531368024971,1.00197104198738,1.01378766461669,0.671096935335487
56,0.955825654303479,1.09221989459968,1.0853434497493,1.26014914132725,1.12888449038085,1.19177221885379
57,1.22521992112029,1.15330391006003,1.06015338949416,1.21958820802906,0.95688649317738,1.0237191179817
58,0.697570617349862,0.666034731463999,0.72961281534537,1.24542408595969,0.706095390599343,0.701898323364214
59,1.030297293614,1.01247872121635,0.912656241156263,1.23223909178368,1.16097874166403,0.88429734774844
60,1.12112312901886,0.94741512262104,1.0327978307658,0.887957617770482,1.3257767039268,1.09679567372145
61,0.802350667673275,1.0076467815809,0.797410118139309,0.985606455942352,1.28247153742843,0.811149030271355
62,0.948114359053376,0.847746495415501,0.967110295951984,1.33764872830236,0.847781246861411,0.704901397946297
63,0.831793394950236,0.71591386774959,0.7287656253882,0.839203395786131,0.85170118150989,0.732070270617548
64,1.19642227434038,1.13875394418818,1.23306889334666,1.00864822696184,1.02587728639309,0.662315408276726
65,0.704125970843031,0.867394533733118,0.769370707934128,0.976425268771966,0.714591629514993,0.931519542582963
66,0.836825984295067,0.779676074505269,0.940378914056011,0.776150695826233,1.09626758331398,0.804154931155234
67,1.07150919615661,1.10397062057391,1.27579583937786,0.930216163839746,1.2091515526674,1.32507951783498
68,1.3209814327384,1.11115463687648,1.06758144832494,0.974623083415446,1.22429663779674,1.17187536369943
69,0.782769448151538,0.776049791971915,0.780743916772664,0.844007605962126,0.938186916810582,0.669389034509724
70,1.08558334560159,1.26852323171941,1.06017347044083,0.876999376992537,1.11645799687121,1.00891548919973
71,1.20402751942262,1.19517224058116,0.93730775747812,0.969009680007701,1.12253955544125,1.09708728627285
72,0.719816089433817,0.801941262066926,0.662949311065073,0.739549692004185,0.894493940040237,0.916481317020071
73,0.85366400340974,0.726905662649251,0.718827418179392,0.875494598294942,0.650870714534456,0.737059162957449
74,1.31653600101067,1.08072942434404,1.33717268604885,1.11922476144973,1.30634430923727,1.25993346243654
75,1.28246770291101,1.30770136545563,1.25119171086719,1.21155349288632,1.33515103028495,1.1236126631948
76,1.08102192856151,0.988100935941632,1.00832584495589,1.09172601400224,1.32051716351094,1.06522036739895
77,0.743204638318186,0.851426745246467,0.678240717913875,0.774319846917247,0.767823213013766,1.00510266144796
78,1.28018132083953,1.22788439545621,1.33309502978103,1.14584298559566,1.06818720392867,1.10440070466029
79,0.963631396096666,0.867663893106622,0.937810404542116,1.34807608658162,1.1464650200187,1.17471083362371
80,1.21910671188372,1.17139257550322,1.18423570793805,0.820738014561637,0.972252972798485,1.22782615170648
81,0.987765120518353,0.76925877897958,0.807380815219841,0.889490862919113,0.818896579694891,0.80322621122285
82,0.712630837111276,0.656734248128419,0.826081634645463,0.938581811894284,0.781419097072369,0.687114091971635
83,1.05512034138497,0.966908185681905,1.21352344132815,0.998190357982576,0.789914416106632,0.922897951574003
84,0.879111109343628,0.856960252815676,0.996894322592132,1.02962927367718,1.07531080198192,0.863101599909384
85,1.08970448074842,1.20569536717204,1.16554831012376,1.00901167424235,0.965283676232553,1.20905322880729
86,1.13392669754732,1.17159708427438,1.18595552584084,1.26222751478807,1.21293505085107,0.978881943066325
87,0.847777981108644,0.698457393779288,0.654216274693263,0.873611494837662,1.01805321580825,0.750203702465656
88,1.19533942555992,1.1622627382644,1.07013521547696,1.1798673421745,1.23274878837641,1.17799468726586
89,0.790061993866383,0.849105065728211,0.82935185042571,0.739404175295451,0.787068665913954,0.793617981814454
90,1.09013908492862,0.850575882715007,1.05033283375255,1.04539226964875,1.02731430839204,0.817796333259274
91,1.16894593296777,1.22286174801746,0.954088336155072,0.861101897303952,0.890929267874979,1.34454150853079
92,1.10188508644584,1.17266037486422,1.14287089105617,0.95078130140174,0.923479332047018,1.26258152128826
93,0.878348027349546,1.07335151766166,0.898523048029013,1.28757842692551,1.33160096358899,1.27525753468089
94,1.13486942646796,1.07271446949546,1.11026377340529,1.23069228312408,1.1179435270577,0.942798017738115
95,1.10562277696255,1.21403253382757,1.16959837149298,1.19817272250934,0.790183112364895,1.20920261847395
96,0.766786436238295,1.03899079617316,0.876761148685843,0.825552931263686,0.687297727445314,1.16325659793042
97,0.793182207403624,0.729203690423378,0.708197433238518,0.927077816411039,0.735202313406503,0.817387832090445
98,0.80562916665833,0.787306004236929,0.870035097239879,0.701435318116068,0.94257277854994,1.0823267742497
99,1.2389335308958,1.16240961984397,1.31455969082652,1.03867743572076,1.10912511075971,1.21090994234675
100,0.795969540602914,0.960630975472864,0.701193728687678,1.279345695159,0.852948874686545,0.663756052011727
101,0.661206181368721,0.70727899819417,0.675766006582545,1.05267872842799,0.866490188160603,0.822494204133037
102,1.08135815327,1.25735677134225,1.25697641003354,1.09081182431904,0.922315504812944,1.34663855102617
103,0.933184566963705,0.977902331064276,0.829061051330917,0.797128822106019,0.806418184705674,0.780914973458255
104,1.0603284773269,0.889165316533567,1.11293514014757,0.918818640087868,0.864306732122194,0.997059760183324
105,0.695244234458215,0.911948570184635,0.878562726289614,0.773577260830264,0.908095985564642,0.971012481460381
106,1.17205278249343,1.18995912958301,1.03089799291893,1.20502306461124,1.10345817199113,1.25156901154435
107,0.741168876853798,0.795268096160873,0.905117599405636,0.880262731429206,1.04142565095703,0.913908156273824
108,0.958399327671603,0.760049800232714,0.784834379005562,0.797934824050675,1.27215596750113,0.994895115529445
109,0.836006621428702,0.777006260856303,0.683658753072674,0.718324234384307,1.15682591132126,0.748021261928948
110,1.09943329475611,1.19941291460985,1.23409117221612,1.10334408569515,0.94287536920865,1.01155699682677
111,1.1535457518599,0.999273379854606,1.24259957722643,1.34985936097414,0.72735484036206,1.26785456608034
112,0.69055662898886,0.836324011551303,0.978205924160761,0.713026851092867,0.872100721845736,1.17346288411725
113,1.29874125703813,1.32470101358466,1.12175640488865,1.08479007997236,1.06878944032329,1.12362202494263
114,1.02186814317851,1.00295350848337,0.886548006461635,0.721118585089586,0.750096049644238,0.766868862198569
115,0.843806210291601,0.726057776555203,0.830660700919991,1.22708329205015,1.04555077092119,0.850442483108127
116,0.707623907546612,0.861235914446628,0.813018566395532,0.74657532768071,0.704240209677342,0.794541899373097
117,1.23643891954502,1.0948528637394,1.11505985471988,1.28571213225308,0.95871394859503,1.31908894273181
118,0.947418433833082,0.831744363081527,0.790903100017761,0.910540465585812,0.885272190241395,0.83687588323044
119,1.24489794567865,1.09363438389011,0.971264971610985,1.21910380733752,1.2184127683067,1.32118090291179
120,0.827402552626022,1.1174131777816,0.993212301018649,0.709248784463933,0.843813369061464,0.732637255097729
121,0.920910418695999,0.702475273003479,0.952654677475209,0.897504748871933,0.96452515021896,0.73441908757055
122,1.02605997343612,0.927329321896859,0.776203424314011,0.818283573124502,0.962538200062503,1.10896949953961
123,1.00678712229832,0.835468441403225,0.844900707681873,0.722230889342412,0.7268640283325,0.912381443111895
124,0.723924070783553,0.775863347120509,1.01668487397683,0.713460723880925,1.17022702205616,0.727480704450304
125,1.33838794849913,1.3145044364355,1.13373498805513,1.08840571268121,0.752473644633632,1.33077987898414
126,0.833602772973456,0.672280914909438,0.795465767415882,1.00315994809512,0.822074258357606,1.07073569912539
127,0.792434200064323,0.796985668031257,0.744794650006476,1.07090831492833,0.765607676773616,1.05768811542244
128,0.955447374323284,1.23470617883851,1.07968350697848,1.11376306863725,1.10545755309208,0.989016863483311
129,1.09709915637106,1.28366468481093,1.01854596522045,1.09109772942073,1.16723344191901,1.31885844799372
130,0.800203561107854,0.990201266180959,0.770884621682791,0.830434471090345,0.826316181757469,0.9389079437615
131,1.07615977218205,1.06513674467968,0.842324757520097,0.963836151431886,1.26907370311567,1.27136868303834
132,1.14303354621425,1.21240366601649,1.27197083969855,0.997819850799546,1.06121406918232,1.23721608237219
133,1.05183635733843,1.11889999917734,1.16928122353592,1.2965509563843,1.29893602671063,1.00692898633067
134,0.771668564812178,0.83261592659476,1.01081094529057,0.777841587022966,0.70431936133658,0.792231579821225
135,1.16440732082521,1.32188586459879,1.22966717261081,1.23983404977241,1.21729726001976,1.25512744717684
136,0.80595398832896,0.666429100252578,0.650519205690044,0.926120315732255,0.794707227986107,0.766254524220261
137,0.862683324426266,0.880738563352129,0.904207260568808,0.893592102086326,0.795770611622355,1.10838611643602
138,1.1899616810409,1.24112873290158,1.11461868243527,1.22378174601157,1.2798713289511,1.33370560047897
139,0.797508729216,0.736548344343368,0.915074399319588,0.708269289713894,1.2051488239884,1.20907971108689
140,1.02996582430041,1.27103135666124,1.13365040041633,1.10062858327592,1.07209739688234,1.0752713325303
141,0.838810317834528,0.935734472251856,0.659895626349677,0.909593844575596,0.688702485107221,0.869421683626189
142,0.812306468806911,0.84635442246276,0.762960369230988,0.959791868159213,0.847257824686704,0.756200821701357
143,1.04855892649351,0.842567074772344,0.946257507390945,1.12713682842244,0.864259241651242,0.888885300968293
144,1.17091035196564,1.08491428039199,1.08400761684687,1.32716362124378,1.07827000866311,1.18886579571474
145,0.919526487954469,0.887113970698487,0.88445235787767,0.664516893951744,1.11389490262272,0.921873737598597
146,1.24845999058364,1.34507592288832,1.34339409608716,0.961719743308795,1.05809094095587,1.32962219435611
147,1.22031538744916,1.17407356886816,0.942347484200801,1.09376044898823,1.27692180789903,1.17962265243717
148,1.00608077261206,1.18741751388972,1.30572648566766,1.16297949578722,1.22515332785855,1.21841073293587
149,1.10916439117018,1.32395946996323,1.25264093073364,1.04246295092076,1.0389488457664,1.27175525572024
150,1.07893693034616,1.22409731286772,0.947160119783688,0.909785547733972,0.842662798925607,1.00063825961291
151,1.12383190782209,1.27455104929537,1.08255463927773,1.1889604216299,1.06564300141126,1.06673934759156
152,0.951185385798896,0.828679209274115,0.840036543530505,0.944958197369988,0.862784355320671,1.03431712491591
153,1.23065993069184,1.03421362821056,1.1113315145435,1.12390881927835,0.983098685320778,0.948007335785523
154,1.24690605220098,1.26733776275204,1.14937736343516,1.0502438643075,1.12936170618346,1.16938762223395
155,1.04352783237847,1.02569182057319,0.874300731420893,1.21071447744488,1.0170733593293,1.28704933562667
156,1.10350510600123,1.27542097645217,1.30485637955011,1.18186974475869,0.821498192169557,0.933635924889652
157,1.27533312990712,1.30296063334899,1.30321673018573,1.28865772812957,1.19255026370553,1.09268417264046
158,1.27272388880732,1.20570193891151,1.15427908762495,1.18033838232257,1.06314123228436,1.33787167436817
159,1.05998664738878,1.26354615890981,1.12960889387209,0.743863035366384,1.22993321613185,0.904017686146128
160,1.15298369386804,1.21393674482873,1.28682282665202,0.957610451965886,1.20696434116033,1.32396029480524
161,1.26499496287584,1.00999544406757,0.997326501095811,1.25105192097176,1.08977244550347,0.864515376824665
162,0.997146223619126,0.944521249490928,0.844287925129376,0.928085677989527,0.904282165374351,0.902824758406374
163,0.898114522847045,0.656091466201681,0.777917470443902,0.780514787562901,0.826904328268322,0.714524992364316
164,0.778282178230555,0.947628788146036,0.969006239099685,1.02619622101912,0.778188698259508,1.07355904381248
165,0.894627237987042,0.868213807544944,0.795434870405948,0.688110107976146,0.757463412729172,0.957559144857288
166,0.992177289969364,0.768962709483643,0.768659399517645,0.688644456485864,0.989316333084596,0.983345232314179
167,0.729991550324612,0.841601893893673,0.708667334246516,0.680676039887225,0.692566488879112,0.76361112622822
168,1.2490075509118,1.17896681308198,1.15199715269831,1.04654967718175,1.05557457026808,1.29699869302966
169,0.886699048688168,0.866259456676381,0.90023891031208,0.662772730399371,1.0624900629395,0.677167429587442
170,0.982584007692508,0.94445768935696,0.808269494828017,1.18348176189482,0.710314886385463,0.861385608200607
171,1.02762565788713,0.981729898545285,0.731920146125036,0.717901867605924,0.777603152103568,0.791391343349692
172,1.17139914878028,1.044552886634,0.895996829870614,1.24743796489299,1.28877287911398,1.21570216168969
173,1.25080746228157,1.03052083742725,1.07077166335688,1.09276440358298,1.26930604230565,0.93884907818634
174,0.744197004119331,0.85442327054008,0.815080743568574,0.852546881693938,0.650770889217428,0.727539104033522
175,1.12383190782209,1.27455104929537,1.08255463927773,1.1889604216299,1.06564300141126,1.06673934759156
176,1.04566467468605,0.813122161124307,0.93790895986408,0.946252425995275,0.666869916404703,0.883598894694704
177,1.13330244879793,1.12040290710585,1.16393723356733,1.09964646685521,1.05014206760179,1.11782243399104
178,0.795305317884295,0.734859488349265,0.701519013245929,0.806140282542975,0.919380672193839,0.845504465605871
179,1.03950731665461,1.16619517129467,0.922995355762125,1.1860602857551,1.06630872637511,1.16529972803455
180,1.14932101826785,0.99961763438182,1.02028526524218,1.1478290411326,1.13702125354028,1.06615201679038
181,0.910850757485406,0.867208250646692,0.965594991629653,0.744261138725266,1.06777190503941,1.00641007186207
182,0.712282522668169,0.944443340451681,0.877551352439827,0.882334342701054,1.046526086749,1.06258681519291
183,0.969248796249072,0.866745626117874,0.879874091295589,0.834721012620529,0.900459757408076,1.19298583035044
184,0.799728523909746,0.973760785586504,1.0861036079533,1.19442628015426,0.875876531100297,0.935948867272743
185,0.665952796152801,0.806500649276082,0.803727425364676,0.700002832378203,0.656825630190987,0.84576028221421
186,1.02759778737495,1.04203221073316,1.27903564484433,1.08484587078088,1.00696942823398,1.03791625770145
187,1.06663649066199,0.960109204453436,1.20013092149912,1.06944577338394,1.12062170424519,1.16764336465861
188,1.18165292095378,1.03406128126475,1.01342776122511,1.19898960776361,1.27259198672455,0.875157287896598
189,0.878348027349546,1.07335151766166,0.898523048029013,1.28757842692551,1.33160096358899,1.27525753468089
190,0.96438553399,0.911275862044213,1.12333553404612,0.895042407930627,1.02464099196579,0.865247543819987
191,0.90667294470469,0.687912237199022,0.983356961771542,0.843395354783424,0.752421114897993,1.12109066599926
192,1.00739247316383,0.726824855787101,0.850459881373939,0.864745498404636,0.76703402867104,0.924010090217171
193,0.680070484559048,0.953235245988644,0.812297461249196,0.96889815883006,1.04844033469575,0.748663664638779
194,0.872991813693542,0.815761678224885,0.850502354521356,0.946479842894493,0.717048428531536,0.938848618838378
195,0.771709733117865,0.686199390694344,0.828916040555907,0.746062765257828,0.834386225025476,0.65435024226141
196,1.15273156827524,1.33384738504455,1.05940520190612,0.982382917794133,1.11734163036805,1.04151830435871
197,0.794856944437684,0.661064254662342,0.835532299103287,0.920861970227565,0.83669968664221,0.790772108126071
198,1.15969912346193,1.32918111369829,1.23057991851651,1.17009500291753,1.31550818841634,0.991349662520238
199,0.887157803703517,0.80672394839846,0.820115538064947,0.921303705676296,0.778783436767348,0.84291082235122
200,1.07837713104625,1.06089994830388,1.1689069605928,1.04738379751903,1.01483469540165,1.2434212108341
201,0.959949325191178,0.925043950360266,0.815395103663486,1.12714623075766,0.916729869478473,1.02220189997948
202,1.16741498133253,1.14778005395914,1.19950456379142,1.24290797127318,1.25765090724221,1.10118750654658
203,1.14702586729551,1.06039950369933,1.11587798158775,1.27090523282277,0.968423018170806,1.00272503126925
204,0.942826357806103,0.969283103030799,0.844735256884413,1.10035184545046,0.696783563594154,0.958041076240299
205,1.08429099934043,1.12180407518248,1.11806369807646,1.15660030320099,1.30428135750063,1.02924125699988
206,0.937729309340061,0.824859489783925,0.705803853504273,0.666423768660101,0.765213092653112,1.01343151351013
207,0.852149224223393,0.779414888028423,0.792438048319857,0.706864617023559,1.00293386733396,1.15004977600935
208,1.17139914878028,1.044552886634,0.895996829870614,1.24743796489299,1.28877287911398,1.21570216168969
209,0.795186036675158,0.685054761472746,0.977822477959213,0.851427840473119,0.78477045645569,0.700306486308169
210,0.903355792409247,0.935726043573078,0.781769756224513,1.20997803963853,0.910822156819559,0.87868397678169
211,1.01660356681774,1.08970260724868,1.24623631750542,1.04523790147947,0.977922290068985,0.943269121600957
212,1.16793321426132,1.31849246117538,1.16981597699046,1.30872405738646,1.01952267588823,1.19821970747136
213,0.73984629398698,0.749725663328708,1.01625525568072,0.700143150199145,1.04072073184491,0.869887480752177
214,0.967230251484949,0.823409614333454,0.958160963647905,1.17961368806579,0.777164726837213,0.848910874911853
215,0.977522946340299,0.784568559194078,0.70570543136786,1.07142934382284,0.988248552752847,0.784207661355754
216,0.669702802374358,0.711439540039306,0.920050865527292,0.802129874631721,0.991248259249599,0.814100231154487
217,1.12668255343652,1.15481244575054,1.05981881100248,1.25180935240302,1.2053137500592,1.23447400671065
218,0.758044450188521,0.837063539780547,1.00955192676203,0.732552554364521,1.09455461006453,0.763516259162101
219,1.10471164419331,1.26169455007279,1.17393811490915,0.879655472730818,0.881915385777601,1.05811738931336
220,0.96438553399,0.911275862044213,1.12333553404612,0.895042407930627,1.02464099196579,0.865247543819987
221,0.697718935333026,0.655922444077074,0.919926274622358,0.805663890535417,0.709941682843032,1.01386211080531
222,0.834367721953606,0.687960042526374,0.72230663072457,0.754536157890891,0.832789695811526,0.667989432091203
223,0.80974496567653,0.908591721409433,1.10538712424343,1.18173034317101,1.06959775238872,1.22694888531787
224,0.743736378729659,0.791159582586775,0.854933388807324,1.22066867739046,0.967928851676894,1.01089842760789
225,0.950084985860023,0.936739528007018,0.788544924511553,1.21813121305213,1.19233029676529,1.01460181026118
226,0.985921050091922,1.25069939386839,1.12171052229434,1.24166277830169,1.18816910703318,0.95514721710308
227,1.20480096108181,1.22086754424985,1.23004619472961,0.964778298387004,1.12547998956413,1.2720466655379
228,1.17252602555652,1.26761678523355,1.22178208440423,1.19698948684309,1.15640855007165,1.01103160293789
229,0.96032607128377,0.991469874904406,1.23167321611328,1.20816011009212,1.3093712351092,1.05571313731529
230,0.722138363496112,0.701158457925746,0.984674829633585,1.11874799432312,0.729175266245831,0.704030782560118
231,0.74247440095652,0.871194739966313,0.971310564977285,0.724161522504056,0.952186009216148,0.716564205236884
232,1.21615214107755,0.998444768473353,0.993386847975811,1.28152823066949,1.28621907987496,1.15621410583108
233,1.2497061606833,1.30168904871237,1.27034192842388,1.21316239933168,0.993884511833293,1.23124616298325
234,1.00371038160977,1.2446027022623,1.1292400555192,0.77335114033371,1.14731266683171,0.87965088276455
235,0.950983087964436,1.00267749903003,0.713807605008212,0.763354600553685,0.95618936946278,0.827123565852058
236,0.865623859648744,0.753293523229861,0.793446558564162,0.881012966526669,0.912421871862165,1.01761405747829
237,0.704125970843031,0.867394533733118,0.769370707934128,0.976425268771966,0.714591629514993,0.931519542582963
238,1.09298800085064,0.847768378944955,0.870496368335985,0.805572784872904,1.20201575731164,0.9877390873823
239,1.21615214107755,0.998444768473353,0.993386847975811,1.28152823066949,1.28621907987496,1.15621410583108
240,1.08309220445896,0.945797927481244,0.979701561580962,0.950414878602651,0.808441592829331,0.890173357865135
241,0.799728523909746,0.973760785586504,1.0861036079533,1.19442628015426,0.875876531100297,0.935948867272743
242,1.09245799230061,1.11583638103824,1.08181774145232,1.08211258569962,1.21494258570128,1.17513908234456
243,1.01753785679707,1.1816093741496,1.11348287434222,1.25520494984456,1.16249752915677,1.1781727835381
244,1.23065993069184,1.03421362821056,1.1113315145435,1.12390881927835,0.983098685320778,0.948007335785523
245,0.959949325191178,0.925043950360266,0.815395103663486,1.12714623075766,0.916729869478473,1.02220189997948
246,1.00090549902544,0.772163844902758,0.81551270280889,0.721702877367165,0.720990641491003,1.0178100784912
247,0.847821586378544,1.00709030251102,1.00276317955069,0.777970646916879,0.852374052171017,0.848749394598096
248,0.722138363496112,0.701158457925746,0.984674829633585,1.11874799432312,0.729175266245831,0.704030782560118
249,0.951318924260219,1.08507518164994,1.1454854297751,1.05968770839498,1.32888647550815,0.872550932473822
250,0.991854675769504,0.828857524589078,0.732436747167782,0.875630189640239,0.746422700505386,0.803379265140103
251,0.756365818186294,0.815274317756283,0.91591367471331,0.660720441080949,0.883585830671615,0.701125930977859
252,0.948114359053376,0.847746495415501,0.967110295951984,1.33764872830236,0.847781246861411,0.704901397946297
253,0.819113808454343,0.783300714718454,0.691305527881533,0.666640980996126,0.796967199151568,0.819962300045053
254,0.990226492515361,0.890589931010865,1.1064542975602,1.00131301999986,0.821989507866783,0.942439131946178
255,0.651126058646755,0.70198008807523,0.698447377289047,1.04765718541962,0.697804675834907,1.05860686365663
256,0.810509412035905,1.00544162004717,0.90985905548101,0.954239788238625,1.09336867428495,0.761839653038472
257,1.17613696296021,1.27634714531105,1.08007618300701,1.09195171569312,1.33513693774504,1.31808254909827
258,1.15589583274374,1.033548771053,1.14693277831398,0.918383483543509,1.25707276777377,1.02425290995174
259,0.758604165271521,1.00246446210602,0.91316006828295,0.752238227651477,0.854820404822209,1.20711967434452
260,1.06559811733093,1.11667145959103,1.11900197484345,1.31877464936419,1.1279466775592,0.997302773384423
261,1.27177902903444,1.01447987211909,1.15070707157251,1.3480055023204,1.17489854127109,1.144680559913
262,0.86087312984949,0.925945018151035,0.75674912231335,1.25087301310074,1.05717828121948,1.23131280221763
263,0.875909908153591,0.72732062810045,0.684692102039678,0.674734974363204,0.856673560185286,0.731007835155804
264,1.31871185922541,1.20972141863457,1.31761632870887,0.958981388017357,1.14542672405375,1.05092728607893
265,0.865934153008076,0.814430701182984,0.875568229208369,0.68425674463775,0.960285220903958,0.887803844488034
266,0.937967974494189,0.776672841976889,0.877529715290209,0.7645605366181,0.906974667374814,0.994678733491811
267,0.818387150314696,0.974076158052471,0.854977931461886,0.664609515353601,0.967740551129585,0.697708395803345
268,1.19620064889553,1.3386157264593,1.15395976520676,1.31651058139281,1.20957323071227,1.2008059360808
269,0.838621736503439,0.826766561189247,1.11291051495814,0.733767676754594,0.723553834685837,0.75425713843856
270,0.706669594006788,0.700052233651593,0.6614667156618,1.00629296748982,1.14613984360632,1.06385392294949
271,0.840586967631952,0.745623386228144,0.964827113334074,0.944565481130867,1.1756308887647,0.937695943044619
272,0.918209753940991,0.812209865825893,1.08523631154542,1.05332162421397,0.948900952755872,1.08154376647441
273,0.741168876853798,0.795268096160873,0.905117599405636,0.880262731429206,1.04142565095703,0.913908156273824
274,1.18496297546761,1.05235381777426,1.25414971810825,0.94768233529924,1.16587463075497,1.08928624833022
275,1.16606737715484,1.1975130870513,1.08020304994446,1.07705842249885,0.971059930436623,1.34518790272018
276,0.866574067079655,0.925036511480006,0.697988005448498,0.978875416209996,0.700997359643547,0.753951477083943
277,0.786915445076528,0.811378139575233,0.941200385529305,0.867399572486044,0.81967922641832,1.01525026258454
278,0.910394572812317,0.780816393166011,0.888427819058435,0.856761832537217,0.846163789210492,1.06196253901943
279,0.799173747380507,0.817386889916191,0.941135549094948,0.665912369105199,0.808499570525462,0.747816028813454
